,newid,region,fam_type,earncomp,bls_urbn,cutenure,age_ref,sex_ref,marital1,educ_ref,inclass,kids,inc,inc.a,food,house,transport,utili,health,enter
2246,3078973,2,8,1,1,4,62,2,3,12,8,0,55072.4,67336.4,780,4564,408,1116,26384,1324
2247,2927823,4,8,1,1,4,40,1,5,16,7,0,40647,47000,5200,7468,1000,1840,7680,1048
2250,2924243,4,8,1,1,1,62,1,5,16,9,0,84505,102200,4826.6668,16318.6668,3740,1860,32426.6672,12856
2252,2799785,3,8,1,1,1,46,2,5,13,8,0,47907,53323,4680,9017.3332,600,1792,11408,816
2255,3079374,2,8,1,2,4,52,1,5,12,5,0,24001,25500,693.3332,1580,400,240,8832,240
2259,3079433,2,8,1,1,4,29,1,5,15,6,0,30641,35000,520,2812,340,376,8666.6672,240
2260,2996142,4,8,1,1,1,56,1,3,13,8,0,53570,64000,3120,12805.3332,6280,2072,5600,986.6668
2263,2946703,3,8,1,1,1,62,1,3,12,6,0,34680,38480,1646.6668,3056,1593.3332,1120,7472,1368
2268,3079614,3,8,1,1,2,59,2,3,13,6,0,30735,35568,1560,3257.3332,344,1608,11520,300
2269,2924913,4,8,1,1,4,39,2,5,15,7,0,35621.6,40835.6,9706.6668,34072,800,5360,88736,2980
2270,2836284,4,8,1,1,4,42,2,3,12,6,0,27019,30014,3320,7020,344,768,3125.3328,576
2271,2992432,1,8,1,1,1,54,1,4,15,8,0,49190,55364,3570.6668,11104,3356,1532,15024,1560
2274,3069572,3,8,1,1,4,31,1,5,15,5,0,26676,29000,2773.3332,2720,240,344,3411.7328,260
2275,2947203,3,8,1,1,1,54,2,3,14,9,0,78743,1.00E+05,1473.3332,3738,1136,1516,5130.6672,1552
2278,2925103,4,8,1,1,1,60,1,3,15,5,0,25800,27884,2426.6668,14244,1194.6668,3320,6876.8,1160
2279,2932693,3,8,1,1,2,51,2,3,12,6,0,27990,32344,2080,4522.6668,22520,2256,26517.3328,20
2281,2800575,3,8,1,1,2,54,2,5,14,3,0,10333,10000,3293.3332,2649.3332,1008,1552,16528,808
2282,3004722,4,8,1,1,4,51,1,5,13,9,0,59439,76000,658.6668,6264,344,424,1600,320
2283,2800605,3,8,1,1,4,45,2,5,14,6,0,32775,38000,5546.6668,5152,1520,2352,9909.3328,472
2284,3004812,4,8,1,1,1,31,2,5,15,9,0,86854,114006,1640,1320,506.6668,636,6208,996
2286,2800775,4,8,1,1,2,52,1,5,12,6,0,34873,38735,589.3332,3902.6668,3100,2432,1280,476
2287,2800805,4,8,1,1,4,28,2,1,12,7,0,38812,45000,4160,11780,880,444,17632,320
2288,2947463,3,8,1,1,1,32,1,1,15,8,0,55984,65000,33953.3332,8573.3332,184,2200,1200,5752
2289,2837154,3,8,1,1,1,49,2,5,15,6,0,31699,35000,2622.6668,5184,3501.3332,1040,8512,928
2292,2801015,1,8,1,1,1,29,2,4,14,6,0,26677,30000,2426.6668,13757.3332,4228,3488,3136,940
2294,2801065,3,8,1,1,4,33,2,5,15,8,0,55605,65350,7986.6668,10417.3332,7240,1576,3541.3328,1704
2296,2801145,4,8,1,1,4,47,2,3,13,6,0,29773,34035,3986.6668,7196,1304,1940,5520,396
2297,3005262,1,8,1,1,4,57,2,3,16,8,0,42273.2,50446.2,1980,15916,1732,1692,17648,368
2298,3060132,3,8,1,1,2,64,2,2,11,6,0,27327.2,30792.2,2008,2713.3332,1564,2580,4853.3328,768
2301,2801495,3,8,1,1,2,62,1,3,12,6,0,31065,36333,5026.6668,2694.6668,4888,2022.6668,10912,912
2303,2993352,4,8,1,1,1,49,2,4,16,8,0,45483.6,50252.6,6226.6668,10353.3332,5093.3332,3400,25248,2944
2304,2925803,3,8,1,1,1,64,2,3,15,6,0,31675.6,36120.6,3482.6668,4673.3332,1156,2640,9600,768
2307,3070474,3,8,1,1,1,46,1,3,11,7,0,38966,45000,433.3332,1812,853.3332,1156,9706.6672,10968
2317,2870374,4,8,1,1,2,54,1,1,11,9,0,91496,115725,5026.6668,3709.3332,146061.3332,1744,9040,760
2322,2838364,2,8,1,2,1,53,1,3,11,5,0,20649,22000,3466.6668,5702.6668,800,2824,3392,1120
2323,2926643,4,8,1,1,4,37,1,5,12,8,0,53197.8,66523.8,3922.6668,11080,1812,1560,5546.6672,760
2329,2838584,3,8,1,1,1,37,1,5,15,7,0,37930,42000,3466.6668,6454.6668,3242.6668,1112,3840,876
2330,2812075,4,8,1,1,1,34,1,5,15,9,0,67401,76000,3466.6668,9238.6668,1036,1724,3648,352
2333,2802955,3,8,1,1,1,40,1,3,14,4,0,17201,18000,3813.3332,4428,2620,1760,2773.3328,352
2334,2926933,3,8,1,1,4,43,1,5,15,8,0,48962.4,56509.4,3640,8468,1049.3332,1720,6432,3212
2335,2843124,2,8,1,1,1,40,2,5,15,6,0,32938,37500,1386.6668,5142.6668,804,792,9642.6672,668
2338,3006802,4,8,1,1,4,51,2,3,15,5,0,23454,25902,426.6668,2904,1936,336,4746.6672,512
2342,3071363,2,8,1,1,2,58,2,2,15,8,0,49527,58000,1473.3332,3670.6668,2128,1724,9632,716
2343,2871324,4,8,1,1,1,55,1,5,15,8,0,50856,57800,1993.3332,5921.3332,2220,453.3332,2448,2508
2347,3006992,3,8,1,1,1,58,2,5,16,9,0,87138.6,117185.6,1473.3332,4712,3704,780,35296,2372
2351,2927373,2,8,1,2,2,52,1,5,14,7,0,36487.6,40634.6,3986.6668,2698.6668,748,2132,3200,400
2353,2927443,3,8,1,1,1,39,1,3,14,8,0,46365.4,55448.4,3120,7652,1020,2572,4160,808
2354,2808445,4,8,1,1,1,29,2,5,15,9,0,117129,150000,2773.3332,10544,400,660,8000,1732
2357,3071902,2,8,1,1,4,59,2,5,16,8,0,47257,56200,1872,2292,516,452,34784,400
2360,3007392,1,8,1,1,4,28,1,5,12,8,0,49029,59000,3293.3332,2252,596,752,1664,336
2362,2927653,3,8,1,1,4,39,1,3,15,8,0,44080,50000,1386.6668,7480,3712,1080,14800,1480
2368,2954593,4,8,1,1,4,35,1,5,15,8,0,43109.6,51198.6,1646.6668,6080,2508,784,2048,228
2371,2950033,3,8,1,1,4,64,1,3,14,9,0,78466.2,96859.2,3026.6668,5272,4036,1236,11584,5244
2373,2950083,3,8,1,1,1,42,2,3,15,9,0,66653,85000,2600,3660.6668,3176,1580,1626.6672,988
2374,3007752,2,8,1,1,1,64,2,3,14,6,0,30784.4,34752.4,1126.6668,3156,358.6668,724,6288,360
2381,2840644,4,8,1,1,2,62,2,3,13,5,0,22225.6,24409.6,3813.3332,3725.3332,952,1704,12485.3328,624
2388,2805515,3,8,1,1,4,45,2,3,14,7,0,40201,45000,606.6668,4146.6668,2292,880,4832,1960
2392,3072761,2,8,1,1,1,61,2,5,15,8,0,57184,68000,2449.3332,4862.6668,2192,1620,3680,452
2396,2805645,3,8,1,1,1,44,1,5,14,9,0,85395,103000,1560,6068,664,1884,8522.6672,1056
2397,3059543,2,8,1,1,1,43,2,3,15,6,0,27855,30000,3680,8080,2602.6668,2780,2064,448
2398,2928935,1,8,1,1,4,36,1,5,16,6,0,27636.8,31590.8,2600,16960,2120,2000,14080,1200
2399,2996782,4,8,1,1,4,36,1,5,13,5,0,24899,27000,2426.6668,10152,636,1176,6336,816
2405,3086952,3,8,1,1,4,27,1,5,15,9,0,76465,97000,4680,3100,153.3332,520,1040,1300
2407,3008762,1,8,1,1,1,37,1,3,16,8,0,48244,57000,693.3332,3740,2880,1040,9504,468
2409,2929393,3,8,1,1,4,53,1,3,12,7,0,42375,48000,3120,9344,1928,2080,2570.6672,696
2412,3008912,1,8,1,1,4,48,1,3,15,9,0,57129,70000,2513.3332,6536,1584,132,7200,448
2418,3073522,3,8,1,1,4,59,1,3,12,6,0,27581,30000,1386.6668,2340,445.3332,620,960,320
2421,3060214,2,8,1,2,2,49,2,5,16,6,0,35497,38000,2080,2365.3332,960,1732,26752,164
2423,3046424,3,8,1,1,4,40,2,5,15,6,0,33894.8,38837.8,1906.6668,13228,2348,1920,1317.3328,1124
2425,2929953,1,8,1,1,1,49,1,3,12,9,0,96600.6,119173.6,4680,16925.3332,65832,1848,480,80
2426,2929993,2,8,1,1,4,42,1,3,15,9,0,55263,70000,5304,7850.6668,600,664,16896,3728
2429,2930043,3,8,1,1,4,58,1,3,11,6,0,31300.4,34531.4,3482.6668,7020,3648,1076,18965.3328,592
2431,2842354,1,8,1,1,4,47,1,3,15,8,0,47597,58633,1733.3332,18064,1513.3332,2832,3184,968
2433,3053564,3,8,1,1,1,52,2,3,15,6,0,35257,38100,5373.3332,8725.3332,2704,1640,29232,720
2434,2952343,4,8,1,1,4,40,1,3,16,9,0,83721.6,110087.6,2426.6668,7292,893.3332,1092,3813.3328,3900
2437,2842494,1,8,1,1,4,59,1,5,15,8,0,47104.6,57915.6,3466.6668,11052,960,744,5573.3328,560
2440,2930493,3,8,1,1,4,32,2,5,16,7,0,41527,46600,2946.6668,5618.6668,1857.3332,512,400,828
2441,2846474,4,8,1,1,4,28,1,5,14,5,0,22715,24700,7280,10464,2932,440,3200,616
2443,2952653,2,8,1,1,4,34,2,5,14,5,0,21656.2,24500.2,1386.6668,3704,1022.6668,1424,3520,1032
2445,2842734,4,8,1,1,1,51,1,5,13,7,0,46022,48000,3306.6668,16826.6668,2313.3332,2164,7424,88
2448,2812015,3,8,1,1,4,32,1,5,16,9,0,68840,83000,2813.3332,7888,4206.6668,960,4480,1372
2451,3088064,3,8,1,1,4,36,1,5,16,8,0,45717,55100,1213.3332,5904,592,1712,592,1052
2454,2930795,3,8,1,1,4,30,1,5,12,6,0,28742.4,32526.4,2600,6440,1100,2104,693.3328,824
2456,2812285,2,8,1,1,1,30,2,5,15,5,0,24161,27000,780,2569.3332,420,1224,2186.6672,352
2457,2953283,4,8,1,1,2,61,1,5,14,5,0,20211,21528,3726.6668,3456,1120,704,13216,296
2459,2807955,1,8,1,1,1,62,2,5,14,9,0,107108,130000,918.6668,5018.6668,773.3332,652,800,760
2460,2930953,1,8,1,1,4,49,2,3,12,4,0,14431.8,15391.8,1906.6668,4384,824,1514.6668,3616,256
2463,2808135,4,8,1,1,1,33,1,5,16,9,0,95984,125250,2506.6668,7366.6668,1678.6668,1412,1920,600
2465,3085293,2,8,1,1,1,55,1,5,13,5,0,20425,22180,1126.6668,2760,348,748,4506.6672,640
2470,2931303,3,8,1,1,2,44,2,3,13,5,0,21720,23920,1386.6668,3513.3332,3308,1660,37184,1160
2472,2953983,2,8,1,1,4,32,1,5,14,8,0,42839,50000,1160,2616,850.6668,360,800,1716
2473,2954053,2,8,1,2,1,58,2,2,12,3,0,11854,11842,1300,2093.3332,173.3332,1360,160,168
2476,3085662,3,8,1,1,1,56,2,5,16,8,0,45590,52000,520,1492,696,880,1888,748
2478,2844074,3,8,1,1,4,32,1,5,15,9,0,85120,105000,3536,6184,1484,784,4800,1340
2482,2991392,2,8,1,1,4,53,2,3,14,5,0,20772,22650,3640,5532,256,1172,7152,3648
2483,2991452,3,8,1,1,4,33,2,5,15,8,0,43409,52000,2800,10005.3332,1324,1912,9301.3328,792
2489,2995912,4,8,1,1,4,49,1,3,13,7,0,36064,40136,7922.6668,11297.3332,1488,1988,4096,404
2491,2995932,2,8,1,1,1,32,1,5,13,8,0,46802.6,56548.6,6586.6668,10661.3332,9644,5444,5760,1280
2495,3075271,3,8,1,1,4,44,1,3,15,9,0,55783,71500,1213.3332,4180,5678.6668,468,4442.6672,272
2496,2954834,3,8,1,1,4,29,1,5,16,7,0,36896.2,43062.2,606.6668,7640,480,132,2272,292
2497,3086223,3,8,1,1,1,49,1,5,12,9,0,56661,70018,1906.6668,2190.6668,1112,1320,1386.6672,652
2500,2809375,2,8,1,1,1,58,1,3,12,8,0,52925,65003,1906.6668,3325.3332,676,1084,2949.3328,428
2505,3045664,3,8,1,1,4,53,2,5,13,5,0,25778.2,27925.2,4920,9949.3332,3570.6668,4644,39536,960
2508,2996322,4,8,1,1,4,28,1,5,16,9,0,65027.4,82356.4,4272,6008,4010.6668,1424,13120,6912
2511,3086571,3,8,1,1,4,50,2,5,16,8,0,45862,56012,1386.6668,3108,4296,492,1040,284
2515,2844984,3,8,1,1,4,36,1,5,13,6,0,28151.8,31802.8,3482.6668,11656,1200,2480,277.3328,656
2523,3056174,3,8,1,1,4,38,1,5,15,8,0,48403,57000,4853.3332,4398.6668,1140,806.6668,9760,524
2527,2932903,4,8,1,1,1,62,2,2,16,9,0,90485,105411,4285.3332,29309.3332,1468,2060,8640,1008
2529,3076203,3,8,1,1,1,63,2,2,16,8,0,59310.2,64194.2,1820,24921.3332,840,1192,4080,240
2530,3069961,3,8,1,1,4,55,1,5,13,7,0,38553,45000,2773.3332,5376.6668,800,3220,160,800
2532,2810845,4,8,1,1,4,44,1,5,13,8,0,48796,59800,953.3332,4080,849.3332,780,69.3328,268
2535,3046274,2,8,1,1,1,46,2,5,13,8,0,44193,51000,433.3332,2917.3332,81458.6668,880,1285.3328,1488
2536,2878654,1,8,1,1,2,45,1,5,13,9,0,86066.8,106722.8,2006.6668,2556,1120,1532,2912,504
2537,2989052,1,8,1,1,2,47,1,5,15,9,0,102777,130000,3986.6668,8053.3332,8902.6668,432,29792,2304
2541,3070243,3,8,1,1,1,43,2,5,13,6,0,31912,36000,693.3332,5402.6668,960,748,3328,320
2542,3087362,3,8,1,1,1,29,1,5,13,8,0,56019,67670,2946.6668,1522.6668,800,840,1200,284
2543,2933563,4,8,1,1,4,57,1,5,15,8,0,56462.4,64342.4,6066.6668,10300,1596,1188,16560,3028
2544,2837645,3,8,1,1,4,40,1,5,12,6,0,28698.8,32774.8,3006.6668,6980,2345.3332,1364,4416,608
2552,2846164,2,8,1,1,1,53,1,3,13,8,0,53584,67003,3494.6668,4585.3332,4593.3332,680,7626.6672,492
2553,3087603,4,8,1,1,1,52,1,3,15,9,0,113598,146000,1386.6668,7485.3332,592,820,1557.3328,284
2558,2944583,3,8,1,1,1,32,1,1,16,9,0,92246,110000,3900,27861.3332,2889.3332,2180,13120,456
2561,3087892,1,8,1,1,1,59,2,3,12,7,0,46200.2,49823.2,2426.6668,10922.6668,608,920,1920,2408
2572,2870984,1,8,1,1,4,54,1,3,15,8,0,44228,52000,1213.3332,2520,520,252,1072,332
2576,2990262,3,8,1,1,1,35,1,5,16,7,0,36469,40000,4680,6817.3332,3497.3332,1280,1978.6672,1108
2578,2923363,4,8,1,1,4,29,2,5,16,5,0,23630,25507,7573.3332,18264,8764,480,800,1496
2582,2945543,1,8,1,1,4,45,1,5,15,9,0,62254,80000,1426.6668,7348,808,592,2016,260
2585,2867224,3,8,1,1,2,43,1,5,16,9,0,95380,110720,7540,2242.6668,1481.3332,1024,960,1076
2589,3068241,2,8,1,1,2,54,1,3,13,8,0,43543,50000,2080,2496,2880,1796,2080,340
2590,3050884,1,8,1,1,1,54,2,3,15,9,0,79942,100042,5213.3332,15274.6668,4108,2180,1792,1144
2591,2871454,3,8,1,1,4,27,2,5,15,8,0,47090,54000,2166.6668,2440,1720,60,8512,592
2592,2945853,1,8,1,1,1,56,1,3,15,1,0,1801,1801,1040,3528.6668,3136,1540,2830.4,456
2595,3047713,1,8,1,2,4,40,1,5,14,6,0,30849,34000,3946.6668,5725.3332,1716,4277.3332,1802.6672,1132
2596,2995282,4,8,1,1,4,55,1,3,13,6,0,32776,35000,1976,9320,1476,368,160,888
2602,2839654,2,8,1,1,1,38,1,5,13,9,0,78131.8,98983.8,6586.6668,14168,6248,2148,3520,10872
2606,2947365,2,8,1,1,4,29,2,5,15,7,0,36502,42888,3466.6668,2352,4804,604,1488,1592
2608,3082463,3,8,1,1,1,53,1,3,12,6,0,30608.2,33714.2,2080,2567.3332,406.6668,1280,4160,400
2609,2992802,3,8,1,1,2,30,1,5,13,2,0,8481,8000,2946.6668,3024,448,2784,288,40
2610,2836994,3,8,1,1,1,54,1,3,15,8,0,43671.2,50508.2,3482.6668,7404,480,2192,640,664
2611,2927753,1,8,1,1,1,47,1,5,12,8,0,49761,58000,7973.3332,10373.3332,4000,3588,4853.3328,4220
2615,2991652,3,8,1,1,2,57,1,3,13,7,0,36263,42000,9880,5221.3332,2001.3332,1664,480,1624
2618,2868144,3,8,1,1,4,55,1,5,10,4,0,18271,19200,1906.6668,2584,800,588,1317.3328,260
2620,2872864,1,8,1,1,4,58,1,4,12,6,0,30590.6,35411.6,953.3332,5020,1640,840,4853.3328,296
2622,2992032,2,8,1,1,4,61,1,3,15,7,0,38357,45379,1560,8712,50384,1192,1024,1488
2624,3082901,3,8,1,1,4,36,1,5,15,9,0,58453.4,75452.4,3640,6324,4424,1448,2736,784
2625,2840714,4,8,1,1,4,46,2,5,15,3,0,11305,11689,2704,8532,1720,996,5488,832
2627,2868594,4,8,1,1,1,56,1,3,14,8,0,58792,67900,1993.3332,9081.3332,600,1888,2944,1240
2639,2868994,4,8,1,1,1,40,1,5,13,7,0,42206,48000,2392,4505.3332,2680,1120,778.6672,500
2645,2878174,4,8,1,1,4,56,2,3,15,5,0,22351,24000,1733.3332,4640,360,1660,2080,400
2650,3006232,1,8,1,1,4,59,2,3,12,5,0,18477,20000,866.6668,3340,496,240,16240,220
2651,3083624,2,8,1,1,4,35,1,5,16,8,0,53089,65000,2806.6668,5304,2810.6668,1032,2048,496
2653,3077603,3,8,1,1,2,48,2,5,12,4,0,17143.2,18136.2,693.3332,3134.6668,240,1196,1146.6672,444
2654,3071083,1,8,1,1,4,27,2,5,16,5,0,20065,22000,3904,4090.6668,912,352,8320,36
2656,2992952,1,8,1,1,4,49,2,5,16,8,0,46158.6,56422.6,7149.3332,5016,5904,1048,5056,1096
2657,3070114,3,8,1,1,4,54,2,3,12,7,0,40201,45000,693.3332,2472,580,560,3328,1436
2667,2952043,4,8,1,1,4,49,2,2,13,4,0,17801,18725,1733.3332,5344,904,344,2464,560
2668,2870024,1,8,1,1,1,56,2,5,15,8,0,52958,58000,5893.3332,9644,220,1204,6880,540
2675,3053534,3,8,1,1,2,61,2,3,12,5,0,24323,28000,4680,2504,640,1312,3584,552
2677,2843924,1,8,1,1,1,43,1,5,15,8,0,45647,52000,5200,10952,1870.6668,4188,6240,2340
2678,3054753,3,8,1,1,1,62,2,5,15,9,0,72488,91500,4333.3332,6224,2533.3332,2360,6400,10104
2683,2954253,1,8,1,1,4,32,2,5,15,6,0,27824.4,31580.4,3446.6668,19692,4161.3332,460,2064,228
2686,2839894,4,8,1,1,4,27,2,5,14,6,0,28410,31731,3293.3332,8408,1732,344,320,744
2690,2951353,3,8,1,1,2,56,1,3,12,7,0,40949,47628,2600,1068,10148,904,1728,916
2691,3050322,3,8,1,1,4,56,2,1,16,8,0,52626,60000,1440,9609.3332,2588,504,320,188
2701,2994502,3,8,1,1,1,61,2,3,16,9,0,102725,136000,3906.6668,17713.3332,2352,4904,18581.3328,528
2713,2995452,4,8,1,1,4,46,1,3,14,9,0,83680,103000,13000,11536,400,1616,17920,1464
2714,2876224,1,8,1,1,4,60,2,5,12,9,0,60394,75000,1300,4646.6668,200,720,106.6672,416
2715,2839364,4,8,1,1,4,35,1,5,13,6,0,29163.2,32861.2,4072,6360,1252,648,5856,1680
2718,2950913,2,8,1,1,1,33,2,5,16,8,0,52709,63082,1820,4608,428,1424,416,436
2721,3048892,3,8,1,1,1,56,1,3,15,8,0,55220,60188,10330.6668,16945.3332,2520,2200,14560,872
2723,2867754,2,8,1,1,4,29,2,5,15,8,0,47121,58000,1906.6668,9005.3332,420,316,869.3328,232
2725,3061773,3,8,1,1,4,52,1,5,15,4,0,16583,18120,1456,7996,538.6668,2788,10240,2480
2726,3068904,3,8,1,1,4,29,1,3,12,5,0,21468.6,22961.6,1993.3332,2120,320,720,5200,280
2729,3046052,1,8,1,1,4,34,2,3,15,6,0,33912.2,38155.2,4981.3332,14984,8440,2492,2560,956
2732,3057561,3,8,1,1,1,48,1,5,16,9,0,103708.4,129905.4,2006.6668,13086.6668,2860,2832,9344,2120
2735,2951513,3,8,1,1,1,44,1,3,16,9,0,83049.8,109916.8,2080,1738.6668,1436,1140,2080,316
2737,2996032,3,8,1,1,1,50,2,5,14,5,0,25735.4,29488.4,2008,2949.3332,200,1744,2432,64
2740,3045763,3,8,1,1,2,27,1,5,13,7,0,35949,40000,7373.3332,10933.3332,8316,2220,6976,4908
2741,3055351,2,8,1,2,1,29,1,5,15,7,0,36962,41192,1525.3332,4061.3332,8266.6668,2160,7552,816
2743,3002322,4,8,1,1,2,54,2,3,12,5,0,26306,26691,1993.3332,2021.3332,1208,1500,2368,740
2744,2950153,2,8,1,1,1,43,1,3,16,9,0,89658,110000,2942.6668,11009.3332,2036,2064,2218.6672,1308
2746,2955123,4,8,1,1,4,33,1,3,15,8,0,42307,50000,2600,7444,892,1088,640,9492
2752,3061783,4,8,1,1,4,30,1,5,15,8,0,48857.8,59916.8,3482.6668,8252,106.6668,1844,4160,1202.6668
2753,2949563,1,8,1,1,4,29,2,5,14,5,0,24374.6,27368.6,1733.3332,3288,20,1500,3813.3328,332
2756,3052192,4,8,1,1,4,58,2,3,13,5,0,26603,29500,1866.6668,8848,4178.6668,912,44240,324
2757,3009592,4,8,1,1,1,44,2,5,15,9,0,64299,77156,1733.3332,5422.6668,3780,756,10197.3328,1100
2759,2996562,2,8,1,1,4,35,1,3,15,9,0,75281,98000,6240,10072,1624,720,3466.6672,552
2761,3080952,3,8,1,1,4,51,2,3,16,9,0,92807,115000,3761.3332,4645.3332,6974.6668,836,1520,552
2763,2845054,4,8,1,1,4,51,2,5,15,8,0,49810.2,61366.2,5200,28696,1205.3332,1080,3466.6672,1276
2768,3083874,3,8,1,1,2,52,2,5,15,2,0,7348.4,7076.4,780,2894,432,1360,816,120
2774,2926663,2,8,1,1,2,64,2,5,16,3,0,15316.2,14907.2,2773.3332,3732,680,2172,20736,372
2775,3008852,3,8,1,1,2,57,1,3,12,9,0,91514,120000,866.6668,6624,400,1580,3466.6672,500
2778,2989332,2,8,1,1,1,61,2,3,12,8,0,45527,53000,3466.6668,7161.3332,1956,1664,3040,208
2791,2871814,2,8,1,1,4,42,1,5,16,9,0,65674.6,78139.6,606.6668,3858.6668,2640,652,4512,544
2796,3056974,4,8,1,1,4,48,2,3,15,8,0,42293,50000,3120,7272,1524,320,6880,576
2800,2998912,2,8,1,1,4,27,1,5,15,8,0,44485,54000,3920,4600,6233.3332,600,9013.3328,1200
2802,2947123,3,8,1,1,1,45,1,5,16,9,0,81499,96621,2932,21670.6668,1462.6668,1980,1760,1412
2804,2923183,3,8,1,1,4,37,1,3,15,9,0,86848,107400,4853.3332,8648,3968,1360,7904,3424
2806,3083041,3,8,1,1,4,62,1,1,12,7,0,34435,40000,1178.6668,3952,4364,1152,2032,172
2808,3001182,3,8,1,1,4,34,2,5,15,6,0,33401,37000,1646.6668,4088,788,520,1941.3328,720
2810,2993112,3,8,1,1,1,55,1,3,13,9,0,65038,77178,4160,9202.6668,11018.6668,3520,12192,4660
2814,3081213,2,8,1,2,4,48,1,3,11,6,0,33203.2,36767.2,1508,964,1192,844,2176,316
2815,3074483,3,8,1,1,1,47,2,5,16,9,0,63981,78000,1040,3654.6668,300,844,42922.6672,512
2827,2843364,1,8,1,1,1,61,1,3,12,6,0,32000.4,36561.4,1560,6212,3084,1784,7680,1680
2828,3079844,4,8,1,1,4,29,2,5,15,2,0,7800,7800,1400,3896,1310.6668,100,304,1192
2831,3063013,3,8,1,1,1,41,1,5,12,7,0,37649,42000,2373.3332,3833.3332,3172,1588,5760,688
2834,2868084,3,8,1,1,1,62,2,3,16,9,0,61757,73075,3373.3332,14396,520,1048,2688,672
2836,2989092,1,8,1,1,1,55,2,3,13,7,0,39714.8,44789.8,4968,22925.3332,4848,2584,28448,1220
2839,3000402,2,8,1,1,1,45,2,5,15,9,0,75318,95003,1213.3332,1962.6668,122.6668,1196,1120,2700
2840,2955675,3,8,1,1,1,50,1,4,15,1,0,3946,3666,1612,2950.6668,366.6668,1812,1968,612
2845,2989312,4,8,1,1,4,48,2,5,15,9,0,61896.2,80933.2,6413.3332,8872,1848,672,1280,1880
2848,2997152,1,8,1,1,4,43,2,3,15,8,0,53332,67000,3466.6668,13242.6668,3040,922.6668,25920,480
2849,2993514,2,8,1,1,1,44,1,5,15,9,0,107375,135000,5706.6668,27976,4042.6668,1976,3584,8080
2850,3080803,2,8,1,1,1,44,2,3,11,5,0,22968,25550,1300,2436.6668,480,1704,1904,132
2852,3061231,4,8,1,2,4,39,2,3,15,5,0,24376,26385,1594.6668,1916,2232,1496,2400,720
2853,2932185,4,8,1,1,4,28,2,5,16,5,0,20527,22000,5200,10720,1360,1440,18432,640
2862,3061632,3,8,1,1,1,58,1,3,12,7,0,40442.4,48053.4,2773.3332,2308,2412,1664,6400,32040
2866,3062741,2,8,1,1,1,58,2,3,12,8,0,45193,52000,1386.6668,10348,516,1488,1600,312
2867,3057874,3,8,1,1,2,62,2,3,15,8,0,41232,50000,2553.3332,5788,2400,3520,2560,1484
2868,3071612,3,8,1,1,2,44,1,5,12,7,0,34996.6,41617.6,1906.6668,1760,800,1340,1040,320
2873,2995122,1,8,1,1,4,30,2,5,15,3,0,12261.2,12311.2,7466.6668,8704,826.6668,804,26880,1656
2877,3080374,3,8,1,1,1,32,2,5,16,9,0,60928,70000,2253.3332,5217.3332,724,860,1109.3328,3456
2878,2933643,2,8,1,1,4,31,1,5,13,6,0,30396.8,34895.8,2253.3332,6460,780,1320,1386.6672,16
2880,3083032,4,8,1,1,4,58,2,3,13,5,0,21341,23000,1386.6668,2580,180,148,3098.6672,516
2881,2876924,4,5,2,1,2,62,2,1,13,9,1,74041,80200,1906.6668,3112,4684,1940,5230.4,8
2885,2869384,1,5,2,1,4,40,2,1,13,8,1,54384,58000,3380,8798.6668,1700,1312,2240,220
2891,2992902,4,5,2,1,1,42,2,1,16,9,1,200627,250000,10573.3332,36973.3332,5493.3332,2653.3332,4160,600
2901,2797695,2,5,2,1,1,47,2,1,12,9,1,70113.8,78256.8,7973.3332,8177.3332,4636,1792,45952,1140
2926,3003012,4,4,2,1,1,48,1,1,12,9,1,159372,184000,2080,13658.6668,10360,2192,9440,1972
2928,3065522,3,5,2,1,1,54,1,1,15,9,1,99094,110819,5306.6668,14049.3332,5768,3520,31954.1328,4420
2948,2836304,2,4,2,1,1,53,2,1,15,9,1,183628.2,230810.2,16813.3332,16342.6668,14800,5792,2720,1072
2949,2842334,4,4,2,1,1,44,1,1,11,8,1,49303,50002,5026.6668,13334.6668,1644,2593.3332,17472,100
2956,2924763,3,4,2,1,2,45,1,1,11,6,1,34112,30000,7973.3332,3296,2592,3196,2240,304
2961,2952193,1,4,2,1,1,53,1,1,15,9,1,92023,104000,1485.3332,5456,3173.3332,2180,7802.6672,1080
2963,3079903,3,9,1,1,2,32,1,3,12,9,1,110471,129454,5566.6668,5940,64800,1920,266.6672,440
2971,2874014,4,4,2,1,4,44,1,1,13,8,1,59391,62407,6937.3332,11880,744,2120,3978.6672,3868
2976,2798425,4,4,2,1,1,54,1,1,14,9,1,98134,110735,1906.6668,10825.3332,5416,2408,16992,980
2997,2931213,2,5,1,1,1,52,1,1,15,8,1,63333.4,68966.4,13866.6668,20979.3332,5640,5356,21040,800
3010,2989932,2,6,1,1,4,38,1,5,11,6,1,36626.4,39159.4,2946.6668,13488,2800,2800,11733.3328,312
3012,3078632,1,6,1,1,1,57,1,2,15,6,1,34603.4,34531.4,1126.6668,5568,613.3332,1172,7120,292
3014,3045735,4,7,1,1,4,55,2,4,13,6,1,30668,30100,3120,13600,320,800,213.3328,440
3015,3082991,1,7,1,1,1,38,2,1,15,9,1,66418,73000,2500,6858.6668,720,1380,2080,1920
3017,3007272,3,7,1,1,2,51,2,3,16,9,1,75440,85400,3866.6668,5441.3332,1100,1688,21760,5200
